2018-08-17 15:59:00,217.7500,217.7500,217.5600,217.6100,453573
2018-08-17 15:58:00,217.8000,217.8100,217.6700,217.7400,144522
2018-08-17 15:57:00,217.6960,217.8200,217.6550,217.8000,108293
2018-08-17 15:56:00,217.6300,217.7500,217.6300,217.7000,105959
2018-08-17 15:55:00,217.7100,217.7400,217.6300,217.6400,130795
2018-08-17 15:54:00,217.6800,217.7900,217.6600,217.7300,95847
2018-08-17 15:53:00,217.7100,217.7800,217.6600,217.7000,74436
2018-08-17 15:52:00,217.6250,217.7400,217.6200,217.7100,93722
2018-08-17 15:51:00,217.6400,217.6700,217.6200,217.6400,116450
2018-08-17 15:50:00,217.4450,217.6400,217.3800,217.6350,113504
2018-08-17 15:49:00,217.5000,217.5100,217.4600,217.4600,78216
2018-08-17 15:48:00,217.5600,217.5700,217.5100,217.5100,110323
2018-08-17 15:47:00,217.8300,217.8300,217.5750,217.5750,86780
2018-08-17 15:46:00,217.7200,217.8700,217.7200,217.8400,138015
2018-08-17 15:45:00,217.7550,217.8000,217.6200,217.6800,147490
2018-08-17 15:44:00,217.7300,217.7900,217.7300,217.7800,89104
2018-08-17 15:43:00,217.8950,217.9000,217.7600,217.7600,87891
2018-08-17 15:42:00,217.8600,217.9400,217.8600,217.9100,119618
2018-08-17 15:41:00,217.8100,217.8600,217.8000,217.8600,91193
2018-08-17 15:40:00,217.7550,217.8000,217.7200,217.7900,109208
2018-08-17 15:39:00,217.6900,217.7300,217.6800,217.7300,90298
2018-08-17 15:38:00,217.5900,217.7250,217.5900,217.6650,119729
2018-08-17 15:37:00,217.5600,217.6400,217.5600,217.6000,132306
2018-08-17 15:36:00,217.5500,217.6000,217.5300,217.5800,126609
2018-08-17 15:35:00,217.4600,217.4800,217.4200,217.4800,83408
2018-08-17 15:34:00,217.3900,217.4900,217.3900,217.4400,69813
2018-08-17 15:33:00,217.3900,217.4000,217.3700,217.4000,40425
2018-08-17 15:32:00,217.3200,217.3900,217.3200,217.3900,66798
2018-08-17 15:31:00,217.1600,217.3300,217.1500,217.3100,57089
2018-08-17 15:30:00,217.1050,217.1400,217.0800,217.1400,52456
2018-08-17 15:29:00,217.1350,217.1500,217.1000,217.1000,31022
2018-08-17 15:28:00,217.2300,217.2300,217.1600,217.1600,59987
2018-08-17 15:27:00,217.0700,217.1700,217.0700,217.1300,51706
2018-08-17 15:26:00,217.0700,217.0900,217.0700,217.0700,26229
2018-08-17 15:25:00,217.1400,217.1400,217.1400,217.1400,24777
2018-08-17 15:24:00,217.1500,217.1500,217.1300,217.1300,37228
2018-08-17 15:23:00,217.0950,217.1400,217.0850,217.1400,29814
